rn,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:1901606,BP,GO:1901606,alpha-amino acid catabolic process,59/2907,93/18870,8.42485286425381e-26,4.58235406243914e-23,3.66017531136003e-23,AASS/OTC/ACAT1/GCAT/GSTZ1/FAH/IL4I1/HIBADH/ASPA/AADAT/DAO/AGXT2/HGD/KYNU/KMO/HMGCL/ALDH8A1/ARG1/ALDH6A1/GOT1/SARDH/GOT2/GAD1/IVD/CDO1/IDO1/RIDA/SDS/GLS2/GAD2/CSAD/GCSH/HMGCLL1/ADHFE1/GLUD1/MAT1A/QDPR/TDO2/ACMSD/HPD/ALDH4A1/CBS/HAAO/GPT2/GPT/PAH/AGXT/SHMT1/GLDC/PIPOX/GLUD2/AFMID/IDO2/ACADSB/HIBCH/TAT/DDO/PRODH2/ARHGAP11B,59
GO:0006631,BP,GO:0006631,fatty acid metabolic process,145/2907,401/18870,5.27182845169682e-25,2.62844580220851e-22,2.09948255883365e-22,PDK4/MLXIPL/ALOX5/MSMO1/ACAA1/ACSM2B/PLA2G10/ABCB11/ACAT1/FMO4/ACACB/AACS/SLC27A5/GSTP1/CRAT/SCD/CYP2D6/PNPLA3/PCK2/HAO1/LPIN2/LIPG/LONP2/FA2H/MLYCD/DECR1/GCDH/PTGR1/TYRP1/PHYH/ERLIN1/CYP2C18/APOA5/APOA4/APOC3/EHHADH/PCCB/KAT2B/ACADL/PECR/SCP2/HAO2/ACADM/ACOT2/GPAM/ACAT2/ECHDC2/ACADS/PCK1/SOX9/C3/ECHS1/IVD/APOC1/ACSBG2/CYP2E1/RGN/ACSS2/HACL1/ANGPTL3/HSD17B4/ECHDC3/CYP2J2/DAGLA/FADS2/CD36/BAAT/CYP2C9/CYP2C8/HADH/ETFBKMT/SLC27A2/CYP1A1/CYP1A2/NUDT7/EPHX1/ABHD1/SCD5/CYP4V2/MMUT/AIG1/PTGES/FADS1/ACSL1/CPT2/CBR1/PLA2G4D/CYP3A4/ACOX1/CYP4A22/ACOT11/FABP1/ABHD6/BDH2/HPGD/ELOVL7/CRYL1/CYP2C19/LIPC/AVPR1A/ACAA2/CYP7A1/ACOX2/MFSD2A/PLA2G4F/FASN/ELOVL6/ETFDH/CYP4F11/ACOT12/FADS6/CES2/ACBD7/ACOT4/ERFE/ALOXE3/ALOX12B/ACBD4/ACSM5/ACSM2A/ACOT1/CYP4F2/CYP4Z1/CYP4F12/INSIG1/CYP4F3/PPARA/CYP4A11/ASAH2/ACADSB/ACSL5/CYP2B6/CYP2A13/CYP2A7/ADH4/AKR1C4/ECI2/CES1/HSD17B8/PLIN5/APOC2/ACAD11/UGT1A8/GSTA1/CYP2A6,145
GO:0006066,BP,GO:0006066,alcohol metabolic process,135/2907,373/18870,2.11933043501503e-23,9.75381076361147e-21,7.79089892709978e-21,CFTR/PON1/ALDH3B1/NR1H4/IGF1/HSD17B6/MSMO1/DGAT2/IDI1/SCARB1/APOB/CETP/SULT2B1/SEC14L2/CYP2D6/PCK2/HAO1/AQP8/SULT2A1/ISYNA1/MOGAT3/ERLIN1/CYP2C18/GALK1/SULT1E1/INPP4B/SC5D/APOA4/CYP27B1/ALDH2/GNB3/BMP5/HMGCS1/HMGCR/ACADL/PECR/LEPR/APOA1/GOT1/EPHX2/CAT/CD244/AKR1D1/NUDT10/DBH/MOGAT1/PCK1/APOE/APOC1/ACSS2/SLC34A1/FMO5/NR0B2/GCH1/ALDH3B2/ANGPTL3/HMGCS2/RDH5/CYP27A1/EDNRB/ALDH1B1/FDX1/CYP2C9/CYP2C8/RBP4/IDH1/PRKG2/RDH16/SORD/CYP1A1/CYP1A2/PLPP2/SOD1/CYP39A1/EBP/TKFC/TM7SF2/QDPR/ABCA5/DHRS4/APOA2/G6PD/LSS/PTH1R/CYP3A4/CYP3A7/IP6K3/PLPP3/DHRS3/SGPP2/STARD4/GPER1/ABCA1/ALDH1A1/SERPINA12/LIPC/PCBD1/MOGAT2/ACAA2/GPD1/SOAT2/CYP7A1/DEGS2/PCSK9/SDR16C5/CEL/SPTLC3/DHCR7/ADH6/SULT1B1/APOF/SPHK1/HSD11B2/TSKU/INPP5J/INSIG1/ADH1A/ASAH2/NUDT11/SULT1A1/ADH1B/HRH1/AVPR1B/SULT1C4/ADH4/AKR1C4/GK/CES1/DISP3/LCAT/AKR1B15/UGT1A3/UGT1A4/CEBPA/ADH1C,135
GO:0016042,BP,GO:0016042,lipid catabolic process,125/2907,334/18870,3.18455313897531e-23,1.36094153074924e-20,1.08705798879308e-20,CYP26B1/DPEP1/CYP24A1/CPS1/HSD17B6/ACAA1/PLA2G10/SCARB1/CYP2W1/ABCB11/ACAT1/ACACB/PAFAH1B3/OXCT1/APOB/MGST2/HSD17B14/CRAT/CYP26A1/PNPLA3/PCK2/HAO1/PLCB4/LPIN2/LIPG/LONP2/MLYCD/DECR1/SULT2A1/FGF21/GCDH/RARRES2/PHYH/SULT1E1/APOA5/APOA4/APOC3/CYP27B1/GPLD1/EHHADH/PCCB/AADAC/PLCH1/ACADL/PLCD4/SCP2/HAO2/ACADM/HSD11B1/SPP1/ACAT2/ECHDC2/AKR1D1/ACADS/PCK1/PLAAT1/ECHS1/IVD/APOE/APOC1/PNPLA7/SMPDL3B/HACL1/ANGPTL3/PLAAT2/HSD17B4/DAGLA/CYP27A1/SORL1/PLA2G12B/IDH1/HADH/ETFBKMT/SLC27A2/CYP1A2/NUDT7/ABHD1/NCEH1/SRD5A1/CYP39A1/AIG1/ADRA2A/PDE3B/CPT2/APOA2/PLA2G4D/CYP3A4/ACOX1/PLCD3/ADORA1/FABP1/ABHD6/LIPH/BDH2/HPGD/LIPC/ASPG/PLIN1/ACAA2/CYP7A1/ACOX2/MFSD2A/ABHD15/PLA2G4F/CEL/ETFDH/SPHK1/ENPP7/CYP4F2/CYP4F12/CYP4F3/PPARA/CYP4A11/PLA2G4E/PLA2G2A/ASAH2/BCO2/ECI2/CES1/NEU4/LRCOL1/PLIN5/APOC2/ACAD11/SRD5A2,125
GO:0016053,BP,GO:0016053,organic acid biosynthetic process,125/2907,337/18870,7.94195865326568e-23,3.16778257483257e-20,2.53028016040886e-20,PDK4/OSBPL7/FMO3/AASS/MLXIPL/NR1H4/ALOX5/CPS1/OTC/ACSM2B/PLA2G10/ASNS/OSBPL3/ABCB11/ACACB/SLC27A5/GSTP1/MGST2/PHGDH/SCD/UPB1/CYP2D6/MTHFD1/HAO1/LIPG/FA2H/MLYCD/PYCARD/ERLIN1/APOA5/APOA4/APOC3/SLC38A1/AGXT2/KAT2B/ACADL/PECR/KYNU/SCP2/CTH/KMO/ALDH8A1/GOT1/MTHFD1L/AKR1D1/GOT2/ASL/GAD1/CDO1/GAMT/APOC1/ACSBG2/CYP2E1/ASS1/RGN/ACSS2/IDO1/BHMT2/FADS2/PSAT1/SDS/GLS2/CYP27A1/GAD2/BAAT/CYP2C9/CYP2C8/CSAD/SLC27A2/CYP1A1/CYP1A2/PKLR/ABHD1/SCD5/BHMT/CYP39A1/PTGES/GLUD1/GGTLC1/FADS1/ACMSD/CBR1/CBS/CYP3A4/NAGS/CYP4A22/HAAO/ELOVL7/STARD4/ALDH1A1/LIPC/AVPR1A/PCBD1/LDHC/GGT6/CYP7A1/ACOX2/PLA2G4F/FASN/ELOVL6/PAH/GATM/CYP4F11/AGXT/CARNS1/FADS6/SHMT1/ACOT4/ALOXE3/ALOX12B/CYP8B1/ADI1/GLUD2/PYCR1/ABAT/ACSM5/ACSM2A/INSIG1/CYP4A11/ASAH2/DPYD/AKR1C4/CES1/HSD17B8/APOC2,125
GO:0015711,BP,GO:0015711,organic anion transport,150/2907,443/18870,1.57402599382205e-22,5.88587345064833e-20,4.70136711312639e-20,CFTR/SLC7A2/SLC25A13/ABCB4/SLC13A2/MGST1/SLC6A13/SLC38A5/SLC7A9/ABCC2/MPC1/SLC12A2/PLA2G10/ABCB11/SLC27A5/SLCO1A2/SLC25A24/SLC4A11/ABCC6/SLC10A1/SLC52A3/SLC25A15/ABCC1/AQP9/SLC39A14/SLC1A5/APBA1/SFXN3/SLC2A9/MFSD10/FOLR1/SLC1A2/SLC6A12/SLC38A1/SLCO1B3/SLC17A2/SLC16A10/SLC4A9/SLC4A3/IL1A/SLC35D1/KMO/RGS4/SLC2A1/ABCG2/ABCC11/KCNJ8/SLC17A3/SLC17A1/GOT2/ABCC4/ADORA2A/APOE/SLC6A8/SLC6A6/NR0B2/SLC6A11/SLC38A2/SLCO1B1/SPX/CD36/HTR1B/SLC22A7/SLCO2B1/SLCO5A1/PLA2G12B/SLC39A8/MTTP/RBP5/SLC38A4/SLC7A1/SLC39A5/SLC25A47/SLC27A2/SLC39A6/SLC13A5/SLC16A3/TNFRSF11A/SLC47A1/ADCY10/CRABP2/SFXN5/SLC4A10/SLC26A1/SLC22A3/SLC16A2/PLIN2/SLC25A25/PTGES/SLC5A12/SLC43A1/SLC22A9/SLC7A11/ACSL1/GJA1/SLC16A1/SLC26A2/SFXN2/SLC6A1/CPT2/SLC13A3/ACE/ADORA1/SLC2A2/FABP1/SLC51A/SFXN1/AVPR1A/CA4/PROCA1/CYP7A1/MFSD2A/BDKRB2/PLA2G4F/FABP6/AGXT/SLC16A11/SLC16A13/SLC6A19/SLC26A9/SLC22A1/SLC25A20/ERFE/SLC17A8/SLC25A42/SLC2A4/GLTPD2/SLC25A18/ABAT/SLC25A10/SLC22A10/CYP4F2/PPARA/CYP4A11/PLA2G2A/SLC38A3/SLC6A9/SLC22A25/SLC39A10/SLC6A17/ACSL5/NMB/AVPR1B/AKR1C4/CES1/SLC44A4/GABBR1/UGT1A3/SLC5A8/SLC6A14,150
GO:0046394,BP,GO:0046394,carboxylic acid biosynthetic process,123/2907,334/18870,3.60748685815612e-22,1.26962316896165e-19,1.01411704867051e-19,PDK4/OSBPL7/AASS/MLXIPL/NR1H4/ALOX5/CPS1/OTC/ACSM2B/PLA2G10/ASNS/OSBPL3/ABCB11/ACACB/SLC27A5/GSTP1/MGST2/PHGDH/SCD/UPB1/CYP2D6/MTHFD1/HAO1/LIPG/FA2H/MLYCD/PYCARD/ERLIN1/APOA5/APOA4/APOC3/SLC38A1/AGXT2/KAT2B/ACADL/PECR/KYNU/SCP2/CTH/KMO/ALDH8A1/GOT1/MTHFD1L/AKR1D1/GOT2/ASL/GAD1/CDO1/GAMT/APOC1/ACSBG2/CYP2E1/ASS1/RGN/ACSS2/IDO1/BHMT2/FADS2/PSAT1/SDS/GLS2/CYP27A1/GAD2/BAAT/CYP2C9/CYP2C8/SLC27A2/CYP1A1/CYP1A2/PKLR/ABHD1/SCD5/BHMT/CYP39A1/PTGES/GLUD1/GGTLC1/FADS1/ACMSD/CBR1/CBS/CYP3A4/NAGS/CYP4A22/HAAO/ELOVL7/STARD4/ALDH1A1/LIPC/AVPR1A/PCBD1/LDHC/GGT6/CYP7A1/ACOX2/PLA2G4F/FASN/ELOVL6/PAH/GATM/CYP4F11/AGXT/CARNS1/FADS6/SHMT1/ACOT4/ALOXE3/ALOX12B/CYP8B1/ADI1/GLUD2/PYCR1/ABAT/ACSM5/ACSM2A/INSIG1/CYP4A11/ASAH2/DPYD/AKR1C4/CES1/HSD17B8/APOC2,123
GO:0042445,BP,GO:0042445,hormone metabolic process,97/2907,241/18870,6.6078312318175e-21,2.17075137127229e-18,1.73389713408626e-18,CYP26B1/IYD/HSD17B6/DGAT2/CYP2W1/AFP/ESR1/CYP26A1/CYP2D6/DHRS2/PCSK1N/LHB/IL4I1/SULT2A1/SLC5A5/HPN/GHRHR/CYP2C18/UGT2B10/SULT1E1/CYP27B1/GNB3/BMP5/SLC16A10/GHR/STC2/BCHE/CHST10/ALDH8A1/SPP1/AKR1D1/CHST8/PAX8/AANAT/HSD17B4/RDH5/EDNRB/FDX1/DUOX1/CYP2C9/CYP2C8/RBP4/ENPEP/RDH16/DUOXA1/DUOXA2/DUOX2/IGF1R/CYP1A1/PCSK6/CYP1A2/ALDH9A1/CRABP2/REN/SRD5A1/SLC16A2/UGT2B4/DHRS4/ACE/CYP3A4/CYP3A7/DHRS3/ATP1A1/ALDH1A1/KLK6/SDR16C5/CEL/UGT2B7/DHCR7/ADH6/SULT1B1/BBS1/GCNT4/MBOAT4/FOXE1/BACE2/ADH1A/SULT1A1/ADH1B/UGT2B15/BCO2/DPP4/UGT2B17/ADH4/AKR1C4/PAPSS2/DDO/HSD17B8/DIO2/DIO1/AKR1B15/UGT1A9/UGT1A1/UGT1A8/UGT1A3/ADH1C/SRD5A2,97
GO:0072329,BP,GO:0072329,monocarboxylic acid catabolic process,66/2907,131/18870,6.89357781283193e-21,2.17075137127229e-18,1.73389713408626e-18,CYP26B1/ACAA1/CYP2W1/ABCB11/ACAT1/ACACB/XYLB/CRAT/CYP26A1/PCK2/HAO1/LPIN2/LONP2/MLYCD/FAH/DECR1/SULT2A1/GCDH/PHYH/AGXT2/EHHADH/PCCB/ACADL/SCP2/HAO2/ACADM/ACAT2/ECHDC2/AKR1D1/ACADS/PCK1/ECHS1/IVD/HACL1/HSD17B4/HADH/ETFBKMT/SORD/SLC27A2/NUDT7/SLC16A3/ABHD1/AIG1/IDNK/SLC16A1/CPT2/ACOX1/FABP1/BDH2/CRYL1/LDHC/LDHD/ACAA2/ACOX2/MFSD2A/DCXR/ETFDH/AGXT/CYP4F2/CYP4F12/CYP4F3/PPARA/CYP4A11/ECI2/PLIN5/ACAD11,66
GO:0015850,BP,GO:0015850,organic hydroxy compound transport,111/2907,308/18870,2.69127890228443e-19,8.05096083618388e-17,6.43074011387965e-17,CFTR/PON1/ABCB4/OSBPL7/SYT7/SYT13/GRAMD1B/ABCC2/KCNQ1/PLA2G10/OSBPL3/SCARB1/ABCB11/SLC27A5/SLCO1A2/APOB/CETP/SLC5A1/SLC10A1/CHRNA4/LIPG/SLC6A2/AQP9/STX1A/CXCL12/SLC6A4/MFSD10/APOA5/APOA4/APOC3/SLCO1B3/SCP2/APOA1/MYB/SPP1/CLU/ABCC11/LRP1/ABCC4/ADORA2A/SLC44A2/SYT5/APOE/APOC1/NR0B2/SYT6/SLCO1B1/CD36/HTR1B/SLC19A3/STRA6/ABCG5/RBP4/EGF/MTTP/ABCA8/SLC16A3/SLC6A3/REN/ABCG8/ABCA12/AGTR1/SLC22A3/CHRNA6/SLC5A12/SYT8/ADRA2A/ABCA5/SLC16A1/KCNB1/PINK1/APOA2/CHRNB2/SLC51A/STARD4/ABCA1/LIPC/SOAT2/CYP7A1/ABCA3/PCSK9/RAB3B/SYT9/CEL/STARD5/SNCG/SLC22A1/CHRNA7/AQP11/CYP8B1/OXTR/MAPK15/ENPP7/TSKU/ANXA2/ABAT/ADRA2C/OSBP2/DRD1/RXRA/NMB/AKR1C4/CES1/APOM/GABBR1/SYT3/LCAT/APOC2/AQP1/SLC5A8/ADRA2B,111
GO:0006869,BP,GO:0006869,lipid transport,143/2907,453/18870,2.10686084040394e-18,6.00254686101752e-16,4.79456050898943e-16,CFTR/PON1/ABCB4/OSBPL7/SYT7/GRAMD1B/ABCC2/KCNQ1/PLA2G10/OSBPL3/TRPC5/SCARB1/ABCB11/SLC27A5/SLCO1A2/APOB/CETP/APOH/SLC10A1/LIPG/ATP11C/ABCC1/AQP9/KCNN4/APOA5/APOA4/APOC3/SLCO1B3/IL1A/SCP2/SLC2A1/APOA1/ATP10B/MYB/ABCG2/SPP1/CLU/ABCC11/KCNJ8/SLC66A2/LRP1/GOT2/ABCC4/LBP/APOE/APOC1/NR0B2/ATP8A2/ANO3/CFHR4/SLCO1B1/SPX/CD36/SLC22A7/SLCO2B1/TTPA/STRA6/ABCG5/RBP4/PLA2G12B/EGF/MTTP/RBP5/SLC27A2/PCTP/ABCA8/PRELID3A/TNFRSF11A/CRABP2/REN/ABCG8/GULP1/ABCA12/AGTR1/PLIN2/SIGMAR1/PTGES/SLC22A9/ANO4/ACSL1/SAR1B/ABCA9/ABCA6/ABCA10/ABCA5/CPT2/ESYT3/SLC13A3/APOA2/ACE/FABP1/PLSCR2/SLC51A/STARD4/ABCA1/PRAP1/LIPC/PROCA1/SOAT2/CYP7A1/ABCA3/MFSD2A/BDKRB2/PLA2G4F/PCSK9/FABP6/CEL/XKR6/STARD5/SLC22A1/APOF/SLC25A20/ERFE/CYP8B1/ATG9B/ENPP7/GLTPD2/TSKU/ANXA2/SPNS2/SLC25A10/OSBP2/ANO9/CYP4F2/RXRA/PPARA/CYP4A11/PLA2G2A/SERPINA5/ACSL5/NMB/AVPR1B/AKR1C4/LPA/CES1/APOM/DISP3/ATP10A/LCAT/STARD10/APOC2/SLC5A8/XKR5,143
GO:0046942,BP,GO:0046942,carboxylic acid transport,119/2907,351/18870,3.59734174421625e-18,9.78313438892993e-16,7.81432130083339e-16,SLC7A2/SLC25A13/ABCB4/SLC13A2/SLC6A13/SLC38A5/SLC7A9/ABCC2/MPC1/SLC12A2/PLA2G10/ABCB11/SLC27A5/SLCO1A2/ABCC6/SLC10A1/SLC25A15/ABCC1/AQP9/SLC1A5/APBA1/SFXN3/FOLR1/SLC1A2/SLC6A12/SLC38A1/SLCO1B3/SLC16A10/IL1A/SLC35D1/KMO/RGS4/SLC2A1/ABCG2/ABCC11/KCNJ8/GOT2/ABCC4/ADORA2A/APOE/SLC6A8/SLC6A6/NR0B2/SLC6A11/SLC38A2/SLCO1B1/SPX/CD36/HTR1B/SLC22A7/SLCO2B1/PLA2G12B/RBP5/SLC38A4/SLC7A1/SLC27A2/SLC13A5/SLC16A3/TNFRSF11A/SLC47A1/CRABP2/SFXN5/SLC26A1/SLC22A3/SLC16A2/PLIN2/PTGES/SLC5A12/SLC43A1/SLC22A9/SLC7A11/ACSL1/GJA1/SLC16A1/SLC26A2/SFXN2/SLC6A1/CPT2/SLC13A3/ACE/ADORA1/FABP1/SLC51A/SFXN1/AVPR1A/PROCA1/CYP7A1/MFSD2A/BDKRB2/PLA2G4F/FABP6/AGXT/SLC16A11/SLC16A13/SLC6A19/SLC26A9/SLC22A1/SLC25A20/ERFE/SLC17A8/SLC25A18/ABAT/SLC25A10/CYP4F2/PPARA/CYP4A11/PLA2G2A/SLC38A3/SLC6A9/SLC6A17/ACSL5/NMB/AVPR1B/AKR1C4/CES1/GABBR1/UGT1A3/SLC5A8/SLC6A14,119
GO:0015849,BP,GO:0015849,organic acid transport,119/2907,352/18870,4.62680366986642e-18,1.20357245029612e-15,9.61358748796043e-16,SLC7A2/SLC25A13/ABCB4/SLC13A2/SLC6A13/SLC38A5/SLC7A9/ABCC2/MPC1/SLC12A2/PLA2G10/ABCB11/SLC27A5/SLCO1A2/ABCC6/SLC10A1/SLC25A15/ABCC1/AQP9/SLC1A5/APBA1/SFXN3/FOLR1/SLC1A2/SLC6A12/SLC38A1/SLCO1B3/SLC16A10/IL1A/SLC35D1/KMO/RGS4/SLC2A1/ABCG2/ABCC11/KCNJ8/GOT2/ABCC4/ADORA2A/APOE/SLC6A8/SLC6A6/NR0B2/SLC6A11/SLC38A2/SLCO1B1/SPX/CD36/HTR1B/SLC22A7/SLCO2B1/PLA2G12B/RBP5/SLC38A4/SLC7A1/SLC27A2/SLC13A5/SLC16A3/TNFRSF11A/SLC47A1/CRABP2/SFXN5/SLC26A1/SLC22A3/SLC16A2/PLIN2/PTGES/SLC5A12/SLC43A1/SLC22A9/SLC7A11/ACSL1/GJA1/SLC16A1/SLC26A2/SFXN2/SLC6A1/CPT2/SLC13A3/ACE/ADORA1/FABP1/SLC51A/SFXN1/AVPR1A/PROCA1/CYP7A1/MFSD2A/BDKRB2/PLA2G4F/FABP6/AGXT/SLC16A11/SLC16A13/SLC6A19/SLC26A9/SLC22A1/SLC25A20/ERFE/SLC17A8/SLC25A18/ABAT/SLC25A10/CYP4F2/PPARA/CYP4A11/PLA2G2A/SLC38A3/SLC6A9/SLC6A17/ACSL5/NMB/AVPR1B/AKR1C4/CES1/GABBR1/UGT1A3/SLC5A8/SLC6A14,119
GO:0044242,BP,GO:0044242,cellular lipid catabolic process,85/2907,223/18870,8.99439293846982e-17,2.24222720628604e-14,1.79098876932688e-14,CYP26B1/CPS1/ACAA1/PLA2G10/SCARB1/CYP2W1/ABCB11/ACAT1/ACACB/APOB/MGST2/CRAT/CYP26A1/PNPLA3/PCK2/HAO1/LPIN2/LIPG/LONP2/MLYCD/DECR1/FGF21/GCDH/PHYH/APOA5/APOA4/APOC3/GPLD1/EHHADH/PCCB/AADAC/ACADL/SCP2/HAO2/ACADM/ACAT2/ECHDC2/ACADS/PCK1/ECHS1/IVD/APOC1/PNPLA7/SMPDL3B/HACL1/ANGPTL3/HSD17B4/DAGLA/SORL1/IDH1/HADH/ETFBKMT/SLC27A2/NUDT7/ABHD1/AIG1/CPT2/APOA2/PLA2G4D/ACOX1/FABP1/ABHD6/BDH2/LIPC/ACAA2/ACOX2/MFSD2A/PLA2G4F/CEL/ETFDH/SPHK1/ENPP7/CYP4F2/CYP4F12/CYP4F3/PPARA/CYP4A11/PLA2G4E/ASAH2/BCO2/ECI2/NEU4/PLIN5/APOC2/ACAD11,85
GO:0016125,BP,GO:0016125,sterol metabolic process,66/2907,154/18870,2.74341790266965e-16,6.565547724669e-14,5.24425990657692e-14,CFTR/CYP26B1/PON1/NR1H4/MSMO1/IDI1/SCARB1/APOB/CETP/SULT2B1/CYP26A1/SEC14L2/CYP2D6/AQP8/SULT2A1/ERLIN1/SC5D/APOA4/GNB3/HMGCS1/HMGCR/ACADL/LEPR/APOA1/EPHX2/CAT/AKR1D1/APOE/APOC1/FMO5/NR0B2/ANGPTL3/ERG28/HMGCS2/CYP27A1/FDX1/CYP2C9/CYP1A2/SOD1/CYP4V2/CYP39A1/EBP/TM7SF2/ABCA5/APOA2/G6PD/LSS/CYP3A4/STARD4/ABCA1/SERPINA12/LIPC/ACAA2/SOAT2/CYP7A1/PCSK9/FAXDC2/DHCR7/APOF/CYP8B1/TSKU/INSIG1/CES1/DISP3/LCAT/CEBPA,66
GO:0043648,BP,GO:0043648,dicarboxylic acid metabolic process,48/2907,94/18870,7.0888436289224e-16,1.6312519781478e-13,1.30296963867643e-13,GCLC/NR1H4/MTHFD2/HAL/MTHFD1/PCK2/QPRT/PHYH/ASPA/AADAT/FOLR1/ALDH5A1/KYNU/KMO/GOT1/MTHFD1L/PCK1/GOT2/ASL/GAD1/ASS1/GLS2/MTHFS/GAD2/GRHPR/MDH1B/IDH1/AMDHD1/ALDH1L1/ADHFE1/GLUD1/SLC7A11/ACMSD/ALDH4A1/UROC1/FTCD/NAGS/HAAO/GPT2/SUCLG2/SHMT1/ACOT4/GLUD2/ADSS1/OGDHL/TAT/DDO/PRODH2,48
GO:1902652,BP,GO:1902652,secondary alcohol metabolic process,64/2907,150/18870,1.0067043298342e-15,2.23078222422148e-13,1.78184703994045e-13,CFTR/PON1/NR1H4/MSMO1/IDI1/SCARB1/APOB/CETP/SULT2B1/SEC14L2/CYP2D6/AQP8/SULT2A1/ERLIN1/SC5D/APOA4/CYP27B1/GNB3/HMGCS1/HMGCR/ACADL/LEPR/APOA1/EPHX2/CAT/AKR1D1/APOE/APOC1/FMO5/NR0B2/ANGPTL3/HMGCS2/CYP27A1/FDX1/CYP2C9/IDH1/CYP1A2/SOD1/CYP39A1/EBP/TM7SF2/ABCA5/APOA2/G6PD/LSS/CYP3A4/STARD4/ABCA1/SERPINA12/LIPC/ACAA2/SOAT2/CYP7A1/PCSK9/DHCR7/APOF/TSKU/INSIG1/CES1/DISP3/LCAT/UGT1A3/UGT1A4/CEBPA,64
GO:0006575,BP,GO:0006575,cellular modified amino acid metabolic process,57/2907,126/18870,1.58144532754604e-15,3.37920978382428e-13,2.69915856656355e-13,IYD/MTHFD2/PLA2G10/FOLH1/CRAT/MTHFD1/SULT2A1/SLC5A5/HPN/FOLR1/VNN1/SLC16A10/ACADL/ACADM/MTHFD1L/SARDH/GNMT/GOT2/PAX8/BBOX1/CDO1/GAMT/ASS1/SLC6A8/GCH1/DMGDH/BHMT2/MTHFS/GGH/DUOX1/CSAD/DUOXA1/DUOXA2/DUOX2/ALDH9A1/MBOAT2/BHMT/SLC16A2/CPT2/ALDH4A1/CBS/FTCD/ALDH7A1/CKB/MFSD2A/GATM/MBOAT1/AGXT/SULT1B1/LPCAT4/GCNT4/SHMT1/FOXE1/DIO2/DIO1/CKMT1A/CKMT1B,57
GO:0120254,BP,GO:0120254,olefinic compound metabolic process,66/2907,162/18870,5.62524833749125e-15,1.16054692424863e-12,9.269919220403e-13,ALOX5/HSD17B6/ACAA1/DGAT2/PLA2G10/AFP/GSTP1/CYP2D6/LHB/DKKL1/CYP2C18/BMP5/SCP2/ALDH8A1/EPHX2/CYP2E1/CYP2J2/DAGLA/FADS2/RDH5/EDNRB/CYP2C9/CYP2C8/RBP4/RDH16/CYP1A1/CYP1A2/EPHX1/SRD5A1/FADS1/DHRS4/CBR1/CYP3A4/CYP3A7/CYP4A22/DHRS3/ABHD6/ALDH1A1/CYP2C19/SDR16C5/CEL/CYP4F11/ADH6/HSD11B2/GRIN1/ALOXE3/ALOX12B/CYP4F2/CYP4Z1/CYP4F12/CYP4F3/CYP4A11/DHRS4L2/ADH1A/ADH1B/CYP2B6/BCO2/CYP2A13/CYP2A7/ADH4/AKR1C4/AKR1B15/GSTA1/ADH1C/CYP2A6/SRD5A2,66
GO:0008203,BP,GO:0008203,cholesterol metabolic process,60/2907,140/18870,6.15682844488097e-15,1.22787681952409e-12,9.80771969816126e-13,CFTR/PON1/NR1H4/MSMO1/IDI1/SCARB1/APOB/CETP/SULT2B1/SEC14L2/CYP2D6/AQP8/SULT2A1/ERLIN1/SC5D/APOA4/GNB3/HMGCS1/HMGCR/ACADL/LEPR/APOA1/EPHX2/CAT/AKR1D1/APOE/APOC1/FMO5/NR0B2/ANGPTL3/HMGCS2/CYP27A1/FDX1/CYP2C9/CYP1A2/SOD1/CYP39A1/EBP/TM7SF2/ABCA5/APOA2/G6PD/LSS/CYP3A4/STARD4/ABCA1/SERPINA12/LIPC/ACAA2/SOAT2/CYP7A1/PCSK9/DHCR7/APOF/TSKU/INSIG1/CES1/DISP3/LCAT/CEBPA,60
GO:0006956,BP,GO:0006956,complement activation,38/2907,67/18870,8.27264266637401e-15,1.59662003461018e-12,1.27530722259212e-12,CFH/MASP2/C8B/C6/CD5L/CFHR2/C5/C7/C9/CFHR3/CR2/COLEC11/CLU/C4BPA/C4BPB/C3/CFP/MASP1/CFHR4/CFHR5/C1RL/FCN3/SERPING1/C8A/C1R/FCN2/MBL2/C2/A2M/C8G/C1S/COLEC10/NCR3LG1/CFI/C4B/CFB/CFHR1/C4A,38
GO:0001676,BP,GO:0001676,long-chain fatty acid metabolic process,51/2907,110/18870,1.4151165124446e-14,2.64582565436126e-12,2.11336479161134e-12,ALOX5/ACAA1/PLA2G10/SLC27A5/GSTP1/CYP2D6/PNPLA3/PTGR1/CYP2C18/ACADL/SCP2/ACOT2/ACSBG2/CYP2E1/HACL1/CYP2J2/DAGLA/FADS2/CYP2C9/CYP2C8/SLC27A2/CYP1A1/CYP1A2/EPHX1/AIG1/FADS1/ACSL1/CPT2/CBR1/CYP3A4/CYP4A22/ABHD6/CYP2C19/ELOVL6/CYP4F11/ACOT4/ALOXE3/ALOX12B/ACOT1/CYP4F2/CYP4Z1/CYP4F12/CYP4F3/CYP4A11/ASAH2/ACSL5/CYP2B6/CYP2A13/CYP2A7/GSTA1/CYP2A6,51
